url,headline,published_date,keywords,tag,lead,copy, img_src
https://www.tnp.sg/news/singapore/society-can-end-stigmatisation-students-ong-ye-kung,Society can end stigmatisation of students: Ong Ye Kung ,"Mar 11, 2019 06:00 am",Education,Singapore,"The move from streaming to subject-based banding is meant to recognise that every student has strengths and weaknesses and will allow for further customisation of the education system to address this, said Education Minister Ong Ye Kung yesterday.","To overcome the stigma that some parents remain concerned about, society will have to play a part too, he added.Seeking to address public feedback that the move would perpetuate stigmatisation but in a different form, Mr Ong said stigmatisation is not a government policy but a societal response.""Society also has the responsibility to now recognise that we all have different strengths and different skill sets,"" he told reporters on the sidelines of a grassroots event in Sembawang GRC, where he is an MP.Mr Ong added that the education system is trying to cater to these strengths and not label students.""Labels are everywhere, we are categorised in everything we do. Whether we want to create a wall between different people, it is really up to us as a society,"" he said.During the debate last Tuesday on the Ministry of Education's budget, Mr Ong announced that the Government would do away with secondary school streaming, which has been in place for almost 40 years.By 2024, the Normal (Academic), Normal (Technical) and Express streams in secondary schools here will be replaced by full subject-based banding, where students will take up subjects at higher or lower levels, based on their strengths.Streaming has often been criticised for fuelling the labelling and stigmatisation of students assigned to the slower Normal streams.Mr Ong pointed to the replacement of streaming with subject-based banding in primary schools in 2008, which he said helped to tailor primary education to pupils at a subject-based level.He said there is ""no reason"" this would not work now for secondary schools, noting that similar changes had been tested at the secondary level over the past decade.Asked what is being done to ensure employers would not now stigmatise potential employees based on subject bands, Mr Ong said he believed that the Government taking the lead would help point Singaporeans in the right direction.This is happening only in 2024 as any changes to the education system will have an ""immense impact"" on students in the longer term.But while a complete switch to the new system will happen only in five years, big changes are taking place in the lead-up, Mr Ong pointed out.Beginning with an initial 25 schools practising full subject-based banding next year, this will be expanded to other schools over the years, he said.",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2018/07/26/NP_20180726_RSONG26_4163841.jpg?itok=ECRebCgY
https://www.tnp.sg/news/world/rakhine-rebels-kill-nine-myanmar-policemen,Rakhine rebels kill nine Myanmar policemen ,"Mar 11, 2019 06:00 am",WORLD,World,"YANGON: Arakan Army insurgents killed nine Myanmar policemen in the latest attack in the country's western Rakhine State, the government said yesterday, as clashes threaten to engulf a large part of the troubled region.","Villagers heard gunfire as fighters from the armed group, which recruits from the mainly Buddhist Rakhine ethnic group, raided a police post in the village of Yoe Ta Yoke late on Saturday night.The Myanmar Ministry of Information said on its Facebook page that nine policemen, all of them recruits from the village, were confirmed dead and one other was still missing.""Around 60 members of the AA terrorist group attacked using small and large weapons,"" the statement said.Saturday night's attack took place about 50km north of the Rakhine state capital Sittwe, along the main road connecting the city with the rest of Myanmar.A villager in his 50s told Reuters that two policemen stationed at the post survived the attack, which took place shortly after 11 pm local time.""The battle went on for about 20 minutes,"" said the villager, who asked not to be named. ""I was in the village at that time and I heard gun shots, but the villagers didn't run away.""The insurgent Arakan Army killed 13 policemen in a similar attack further north in January and has frequently clashed with Myanmar security forces since December.Myanmar's leaders vowed to crush the rebels, who are fighting for autonomy for Rakhine, but clashes have spread to new areas, displacing more than 5,000 people.Authorities have declared large parts of the north of the state off-limits to most aid agencies.In 2017, attacks on security posts by insurgents from the Muslim Rohingya minority provoked a military crackdown in the state. - REUTERS",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2019/03/11/NP_20190311_KILL11_4682769.jpg?itok=TEkc9tAH
https://www.tnp.sg/news/singapore/first-residents-network-serve-canberra-hdb-private-residents,"First Residentsï¿½ Network to serve Canberra HDB, private residents","Mar 11, 2019 06:00 am",COMMUNITY ISSUES,Singapore,"The Canberra ward of Sembawang is the first in Singapore to get a Residents' Network (RN), a new grassroots organisation that aims to serve people living in new private estates as well as public housing.","The Canberra SkyLife RN will serve residents of the Parc Life and SkyPark Residences executive condominiums, as well as the Sun Breeze Housing Board development, all of which are located in Sembawang Crescent.Sembawang GRC MP Lim Wee Kiak announced the RN yesterday during the ninth annual Canberra Day celebrations, a community carnival for local residents.Currently, HDB estates are served by residents' committees (RCs), which were introduced in 1978, while neighbourhood committees (NCs) were launched in 1998 to serve private estates. There are 654 RCs and 215 NCs islandwide, with both organising community activities to encourage neighbourliness.Prime Minister Lee Hsien Loong first announced the formation of Residents' Networks last year.Mr Lee, who is also the chairman of the People's Association, said the change is aimed at making the grassroots network more effective as well as strengthening social cohesion.Existing RCs and NCs have the option of continuing as they are or rebranding themselves as RNs. Neighbouring RCs and NCs can choose to merge into a single RN.Dr Lim, vice-chairman of the Sembawang Town Council, described the difference between RCs and NCs as an ""artificial barrier"" that separates residents.He noted that HDB and executive condominium residents in the area support the idea of RNs.""This segregation is not real,"" he said.""Residents from all walks of life, regardless of housing type, should have a common platform to interact.""",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2019/03/11/NP_20190311_AZCANBERRA11_4682981.jpg?itok=OvH90vnu
https://www.tnp.sg/news/world/may-faces-heavy-brexit-defeat-parliament-eurosceptics-warn,"May faces heavy Brexit defeat in parliament, Eurosceptics warn ","Mar 11, 2019 06:00 am",WORLD,World,"LONDON:ï¿½British Prime Minster Theresa May's Brexit deal faces a heavy defeat in parliament tomorrow because she has so far secured no major changes from the European Union, the leaders of two major eurosceptic factions in parliament said yesterday.","Just 19 days before the United Kingdom is due to leave the EU on March 29, Mrs May is scrambling - so far unsuccessfully - to secure last-minute changes to an EU exit agreement before a vote tomorrow on whether to approve the deal.If she fails, lawmakers are expected to force Mrs May to seek a delay to Brexit that some fear could see the 2016 decision to leave the bloc reversed. Others argue that without a delay Britain faces chaos if it leaves without a deal.Mr Nigel Dodds, the deputy leader of the Democratic Unionist Party (DUP) which props up Mrs May's minority government, and Mr Steve Baker, a leading figure in the large eurosceptic faction of her Conservative party, warned ""the political situation is grim"".""An unchanged withdrawal agreement will be defeated firmly by a sizeable proportion of Conservatives and the DUP if it is again presented to the Commons,"" they wrote in the Sunday Telegraph.The Sunday Times said Mrs May was battling to save her job as aides were considering persuading her to offer to resign in a bid to get the deal approved.The newspaper also said cabinet ministers have spoken about whether to insist she goes as early as this week.Britain's opposition Labour Party should support staying in the EU if there is a second referendum, the party's Brexit spokesman, Mr Keir Starmer, said yesterday.""If there's a public vote, that would operate as a lock, if you like, on any deal that Theresa May get through. If that is the position, then in my view, the default ought to be 'remain',"" Mr Starmer told Sky News.ï¿½- REUTERS",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2019/03/11/NP_20190311_BREXIT11_4682682.jpg?itok=PaRtJJPB
https://www.tnp.sg/news/world/guaido-calls-march-venezuela-blackout-drags,Guaido calls for march as Venezuela blackout drags on,"Mar 11, 2019 06:00 am",WORLD,World,"CARACAS, VENEZUELA: Venezuela's opposition leader Juan Guaido called for a nationwide march on Caracas to crank up the pressure on President Nicolas Maduro, as the country endured its third night largely without power.","The massive blackout crippling the oil-rich but economically troubled South American nation has fuelled the political standoff between Mr Guaido, who is recognised as Venezuela's leader by more than 50 countries, and Mr Maduro, who is clinging to power.No national data was available about the impact of the power outage, but non-governmental organisations said at least 15 patients with advanced kidney disease died after they stopped receiving dialysis treatments in darkened hospitals.As night fell on Saturday, the power across much of the country - which first went off last Thursday - was still not on. Businesses stayed shut, hospitals struggled to operate, and public transport barely functioned.Mr Guaido, the head of Venezuela's National Assembly, earlier told thousands of supporters he would embark on a nationwide listening tour before leading a march on the capital.""Once we've finished the tour, the organisation in every state, we'll announce the date when all together, we'll come to Caracas,"" Mr Guaido said.Security forces had prevented the opposition from setting up a stage at their original protest site, arresting three people.Mr Maduro also rallied his supporters.Wearing red, they protested against ""imperialism"" at a march that marked four years since the US branded Venezuela a ""threat"" to its security and imposed sanctions.He said almost 70 per cent of power had been restored by mid-day, when a ""cyber attack"" was reported at a major power plant.""That disturbed and undid everything we had achieved,"" he said.Mr Francisco Valencia, director of the Codevida health rights group that reported the 15 deaths, said some 10,200 people were at risk because dialysis units had switched off.""We are talking about 95 per cent of dialysis units, which today likely hit 100 per cent, being paralysed, due to the power outage,"" he said.Late on Saturday, entire families parked their cars along the main highway in Caracas in the hopes of capturing faint cell phone service to check on loved ones and get the latest news.ï¿½- AFP",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2019/03/11/NP_20190311_PROTEST11_4682671.jpg?itok=wkpAOaC0
https://www.tnp.sg/news/views/views-removing-streaming-will-benefit-all-students,Views: Removing streaming will benefit all students ,"Mar 11, 2019 06:00 am",Education,Views,Significant change is on the horizon for the Singapore education system.,"Education Minister Ong Ye Kung said secondary school streaming will end in 2024. It will be replaced by subject-based banding.Mr Ong said streaming was implemented in the 80s to mitigate the huge number of dropouts who could not read or write by the end of primary school.Singapore's education and literacy rates have come a long way since then, with little need now for streaming examinations and education to be based on students' individual pace of learning.Subject-based banding allows students to take different levels of subjects based on their strengths.While streaming may not allow students who develop later to take classes that challenge them, subject-based banding will combine what learners find enjoyable with what they also find difficult.Choice is an incredible motivator for teens and one many academics have referenced. A study of Japanese high schools noted that involving students in content and class choices allows them to feel more mature and independent, and to take ownership of their learning.Allowing teenagers to have choice in their learning raises motivation, ownership of the learning goal, and ability to reflect, which are all necessary aspects of successful learning.Streaming can be demoralising, leading to self-fulfilling prophecies where students believe they cannot achieve and eventually do not.For example, Dr Intan Azura Mokhtar, an MP for Ang Mo Kio GRC and a former mathematics teacher, recently spoke of how it broke her heart when one student said: ""We cannot do maths. We're Normal Tech.""No student at 15 should feel they are incapable of learning, and this certainly was not the intention of streaming when it was introduced.With further studies on growth mindsets and the powerful belief that intelligence is not fixed, students do not need to only learn at their assessed level.Stanford University's Carol Dweck, who studied the differences between mindsets, said it is the difference between asking yourself: ""Are you not smart enough to solve it ï¿½ or have you just not solved it yet?""Too often streaming causes children to believe they are not smart enough. Instead, mixed ability classes where students are generally unaware of exam results, are more likely to lead children to think, ""I haven't achieved this yet, but I will"".When students are motivated, they will believe in their abilities. If students are motivated to come to school, they will learn better.If they are in school more, they will learn more. If they feel comfortable to ask their peers when they have questions, they will understand more. If they understand more, they will do better academically.This kind of learning is called hidden curriculum - the knowledge or skills that are passed to students inadvertently - and impacting it is difficult.However, creating positive social environments not based on current abilities but the belief in the student's potential abilities furthers a growth mindset.It is not only students who are affected by streams.A common academic principle, the Pygmalion effect and its adverse, the Golem effect, notes how teachers also treat students they believe to be weaker or stronger differently.Low expectations lead to a decrease in performance, while students internalise positive labels and succeed accordingly.Putting students of different abilities in the same class may occasionally be difficult for students and teachers, but ultimately all students benefit.We practise this at the British Council and have consistently seen good results.The MOE changes will lead to more motivated, engaged and successful secondary students ready to enter tertiary education and the workforce.The writer is head of secondary courses at the British Council in Singapore. The British Council is Britain's international organisation for cultural relations and educational opportunities.",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2019/03/06/file749v85bk2wg1gcu1acl0.jpg?itok=X4m6l8lW
https://www.tnp.sg/news/world/chrysler-building-sold-huge-loss,Chrysler Building sold at huge loss,"Mar 11, 2019 06:00 am",BUSINESS & FINANCE,World,"NEW YORK The owners of the Chrysler Building have reached a deal to sell the iconic New York City building for ""a little more than US$150 million (S$204 million)"", the Wall Street Journal reported.","The sale price of the tower in Manhattan, considered an Art Deco masterpiece, marks a significant loss for Emirati investment company Mubadala, which paid US$800 million for a 90 per cent stake in 2008.Real estate group Tishman Speyer, which had bought the building outright for a reported US$210 to US$250 million in 1997, kept a 10 per cent stake.The Journal reported the building's owners do not own the ground and pay annual rent that went up from US$7.75 million to US$32 million last year and was set to increase again to US$41 million in 2028.Citing brokers, the newspaper said those fees ""have eaten away at much if not all of the building's revenue"".The building also has some 37,160 sq m of space that is either vacant or will become so in the coming years. - AFP",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2019/03/11/NP_20190311_SELL11_4682841.jpg?itok=c6oaoWGb
https://www.tnp.sg/news/business/trump-ask-117b-border-wall-budget-sources, Trump to ask for $11.7b for border wall in budget: Sources,"Mar 11, 2019 06:00 am",BUSINESS & FINANCE,Business,"WASHINGTON US President Donald Trump will ask Congress for an additional US$8.6 billion (S$11.7 billion) in the budget to help pay for the wall he promised to build on the border with Mexico to combat illegal immigration and drug trafficking, sources said.","The demand is more than six times what Congress allocated for border projects in each of the past two fiscal years, and 6 per cent more than Mr Trump has corralled by invoking emergency powers this year.Democrats, who oppose the wall as unnecessary and immoral, control the US House of Representatives, making it unlikely the Republican president's request will win congressional passage. Republicans control the Senate.Funding legislation needs to be passed before Oct 1 - the start of the 2020 federal fiscal year - or the government could shut down again.If Congress and the White House fail to agree to lift mandatory spending caps set in a 2011 law, steep automatic cuts in many programmes would kick in.Mr Trump's US$8.6 billion in proposed wall funding for fiscal 2020 would include US$5 billion from the Department of Homeland Security budget and US$3.6 billion from the Pentagon's military construction budget.Mr Trump will propose an overall 5 per cent increase to the Department of Homeland Security budget over fiscal 2019 appropriations, including US$3.3 billion, or 22 per cent more, for Customs and Border Protection, and US$1.2 billion more for Immigration and Customs Enforcement, a 16 per cent hike, officials said. - REUTERS",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2019/03/11/NP_20190311_WALL11_4682824.jpg?itok=dWg3FK3l
https://www.tnp.sg/news/world/china-will-not-devalue-yuan-spur-exports-central-bank-chief,China will not devalue yuan to spur exports: Central bank chief,"Mar 11, 2019 06:00 am",BUSINESS & FINANCE,World,"BEIJING China has gone to great lengths to support its currency and would not devalue the yuan to spur exports or combat trade frictions, the governor of the central bank, the People's Bank of China (PBOC) said yesterday.","Speaking on the sidelines of China's annual parliamentary session, Mr Yi Gang said Washington and Beijing had discussed exchange rates in recent trade talks and reached a consensus on many ""crucial"" issues.US President Donald Trump has long accused Beijing of manipulating its currency to gain a trade advantage and Washington has been seeking assurances on the exchange rate in the ongoing trade talks between the two nations.""Let me stress here that we will never use the exchange rate for the purpose of competition, nor will we use the exchange rate to increase China's exports or as a tool in handling trade frictions,"" said Mr Yi.""We have committed not to do this,"" he told reporters.He noted that the US Treasury Department had declined many times to label China a currency manipulator in its semi-annual report on international exchange rates, AFP reported.Beijing and Washington have been locked in a bruising trade war since last year, imposing tit-for-tat tariffs on more than US$360 billion (S$494 billion) in two-way trade, which has left global markets reeling.""The two sides reached consensus on many crucial and important issues,"" Mr Yi said, without specifying which issues.China's banking regulator told reporters earlier this week that the two sides would reach a consensus on the exchange rate and indicated it would not be a sticking point in the way of a larger trade agreement.In the past three or four years the exchange rate had been under market pressure to depreciate, Mr Yi said, adding that Beijing had used up US$1 trillion of China's foreign currency reserves to stabilise the currency.Mr Yi also pledged to further support the slowing economy by spurring loans and lowering borrowing costs, Reuters reported.This follows data that showed a sharp drop in last month's bank lending due to seasonal factors.The central bank is widely expected to ease monetary policy further this year to encourage lending, especially to small and private firms vital for growth and job creation.The central bank's ""prudent"" monetary policy will emphasise counter-cyclical adjustments, Mr Yi said, using a phrase that implies the need to fight an economic slowdown.He said: ""The global economy still faces some downward pressure and China faces many risks and challenges in its economy and financial sector.""",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2019/03/11/NP_20190311_EXPORT11_4682661.jpg?itok=s8Ubo4fE
https://www.tnp.sg/news/singapore/man-hacked-death-worker-sungei-kadut-murder,Man hacked to death by worker in Sungei Kadut murder,"Mar 12, 2019 06:00 am",COURT & CRIME,Singapore,A man was arrested yesterday after allegedly hacking his boss to death in a rampage at Sungei Kadut.,"The 23-year-old Malaysian suspect is believed to have used a chopper to attack his Singaporean employer, Mr Lin Xinjie, 30, at the International Furniture Centre building at 62 Sungei Kadut Loop.He is also believed to have injured another company director who tried to stop the attack.Mr Lin, a Singapore Polytechnic graduate who was listed as one of the directors of Jiji Singapore, an online retail company, was found lying motionless in a pool of blood inside the building.He was later pronounced dead by a Singapore Civil Defence Force (SCDF) paramedic.The New Paper understands there were multiple slash wounds on his body.The other company director, Mr Lucas Li Mingqiao, 29, was taken conscious to Khoo Teck Puat Hospital (KTPH).TNP understands that Mr Li was injured when he tried to stop the assailant. He is reported to be in stable condition.The police said in a statement last night that they received a call for assistance at the building at about 1pm.TNP understands that the suspect was still at the scene when police officers arrived. They arrested him and cordoned off the area for investigations to be carried out.Health Sciences Authority officers were seen arriving at the building to conduct forensic work at the murder scene.An SCDF spokesman said that three people were taken to KTPH.TNP understands that the suspect, who had multiple lacerations, was one of them. His current condition remains unclear.He is expected to be charged with murder in court tomorrow. Police investigations are ongoing.Mr Lin's body was taken away at about 8pm yesterday.Attempts by TNP to contact his family at his registered home address in Jurong were unsuccessful.Jiji Singapore posted on its website and Facebook account yesterday that it will be closed until further notice.It added that its store pick-up, delivery service and showroom would be ceasing operations and apologised for any inconvenience caused.Its business records showed that it also provided chartered bus services and that Mr Lin held 70 per cent of the company's shares.Mr Genesis Shen, 31, a director at Templars Law, told TNP that Mr Lin was a close friend who lived life to the fullest.""He was the most steady, the kindest brother we could ask for,"" he said.""Even if he didn't have much of an education, he was an intelligent and astute leader, and he succeeded in business far beyond what society expected him to.""He said many of Mr Lin's friends would be flying in from around Asia for the funeral.""That is the true measure of a man's life, what his friends will do to see him one last time,"" Mr Shen added.Mr Lin's wake is expected to be held at 91 Tampines Link, with the funeral scheduled for Thursday.",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2019/03/12/NP_20190312_DSMURDER12WWEB_4685903.jpg?itok=jSJHYDCK
https://www.tnp.sg/news/singapore/lta-bike-sharing-firm-mobike-surrender-singapore-licence,LTA: Bike-sharing firm Mobike to surrender Singapore licence,"Mar 12, 2019 12:12 pm",COMMUNITY ISSUES,Singapore,"Chinese dockless bicycle-sharing firm Mobike applied to surrender its operator’s licence here on Monday (March 11), The New Paper has learnt.","The Land Transport Authority (LTA) told TNP on Tuesday (March 12) it is assessing Mobike’s request, and will work with the company to ensure it has fully explored all options.This includes its proposal to transfer existing assets or operations to existing licensees, so as to minimise impact to consumers.Mobike has also withdrawn its prior application to increase its current maximum allowable fleet size of 25,000, as well as its application to operate an e-scooter sharing service, LTA added.Said LTA’s spokesman: “LTA has emphasised to Mobike that if Mobike’s application to surrender its licence is granted, it must conduct a proper exit by removing all bicycles from public places, and provide refunds for user deposits and pre-paid credits in accordance with the company’s terms and conditions.”
Under the Parking Places Act, a bicycle-sharing licence may only be surrendered with the written consent of the LTA.On Monday (March 11), media outlets had reported that Mobike will be pulling out from some of its Asian markets and is re-evaluating its other overseas business units.Mobike is backed by Tencent Holding and was acquired last year by Beijing-based on-demand services company, Meituan-Dianping, for US$2.7 billion (S$3.7 billion).The reports said at least 10 employees will be laid off as part of its restructuring plan.Technology news site, TechCrunch, had also reported last Friday that Mobike’s Asia Pacific operations team, including employees and contractors in Singapore, Thailand, Malaysia, India and Australia, were let go.Mobike’s impending exit marks the third major bike-sharing operator to face troubles here.Fellow China-based bike-sharing firm Ofo, which is battling cash flow problems and was on the verge of bankruptcy, had its licence here suspended by the LTA last month for failing to meet regulations.If it fails to clear its bicycles from public places by tomorrow, the firm backed by Chinese conglomerate Alibaba Group will have its licence cancelled.It was reported in January that the company, originally granted a fleet of 25,000 two-wheelers, had laid off its operations team here.In September last year, oBike went into liquidation, with 58,000 bicycles removed from public spaces.
Mobike’s exit now leaves just three bike-sharing operators left in Singapore, with a combined fleet size of 4,000 bikes.Homegrown company SG Bike, the only one left with a full licence, has an approved fleet size of 3,000.
Grab had given up its sandbox bicycle-sharing licence last year.Such a licence allows a maximum fleet of 1,000 and subjects more inexperienced operators to a subset of the full licence requirements.This will just leave Anywheel and Qiqi Zhixiang as the two other sandbox operators.Anywheel, which has applied for a full licence, has a fleet capped at 1,000.Qiqi Zhixiang, which was given a maximum fleet size of just 500, has yet to deploy any bicycles as of January, The Straits Times reported, and its app is unavailable online.National University of Singapore Business School’s Associate Professor Lawrence Loh told TNP while he does not see the bicycle-sharing industry coming to an end, he said Mobike’s impending exit marks the start of a real downturn.Factors such as Singapore’s small market, LTA tightening its regulations and the rise of other first-mile and last-mile commuting options like personal mobility devices, have seen the demand for bike-sharing wane.Prof Loh said: “While it is not unexpected, it is definitely a surprise to see that piece by piece, the bike-sharing companies in Singapore are calling it a day.“In fact, it is very clear that some rationalisation is going on after the initial hype.”He added that the main issue is that consumers, especially those who might have paid upfront deposits, are adequately refunded.Said Prof Loh: “I think it is very important that (Mobike) does not just scoot off and withdraw. Then everybody is left in the lurch.” ",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2017/12/05/NP_20171205_AZMOBIKE05_1673708.jpg?itok=TwvKfIgf
https://www.tnp.sg/news/singapore/outrage-over-video-pest-control-company-staff-throwing-snake,Outrage over video of pest control company staff throwing snake,"Mar 12, 2019 06:00 am",COMMUNITY ISSUES,Singapore,"A video of a pest control company employee apparently mistreating a snake has sparked outrage among animal lovers, including Member of Parliament Louis Ng.","In the video, which was posted online, a man wearing a PestBusters shirt is seen conducting what seems to be a training session on handling a snake.He steps on the snake and uses metal tongs to restrain the reptile, which he throws on the ground after someone says in Malay: ""Tired lah, just throw.""When The New Paper contacted PestBusters yesterday, a spokesman said the video is outdated and the footage was not taken at a training session.He added: ""All our training videos are recorded, and this incident was not in our records. There is a specific team in charge of handling snakes, and what is seen in the video is not how we handle snakes. We definitely do not throw the snakes around. It's wrong.""He said the man in the video was a junior staff member at the time of the incident and was not trained to handle snakes.""The man has now taken up a senior position, and when confronted, he said he has no recollection of the incident,"" the spokesman said.""We are working with the Agri-Food & Veterinary Authority of Singapore (AVA) to investigate this.""An AVA spokesman said the case is under investigation. AVA has issued guidelines on the proper handling of snakes to pest control and wildlife management agencies in Singapore.Mr Ng, who shared the video on Facebook, said it was ""completely unacceptable"".He said: ""A couple of people sent me the links and when I saw it, I was horrified. People are genuinely scared of snakes, but even so they know that this isn't how a snake should be handled.""Describing the actions as animal abuse, some experts called for the company to be penalised.Mr Kalai Vanan, the deputy chief executive of animal welfare charity Acres, said: ""The handling is wrong, cruel and extremely disturbing.""He urged the public to call the Acres wildlife rescue hotline at 97837782 for help, instead of pest control firms which may not know the correct way to handle animals.Mr Sankar Ananthanarayanan, 24, who co-founded The Herpetological Society of Singapore, said: ""This is apparent abuse with no respect shown to the animal.""There should be clear guidelines on how to handle snakes that prioritise animal welfare and the handler's safety.""He said the python's sluggishness meant it was in distress.Wildlife consultant Subaraj Rajathurai said: ""In my 30 years of handling snakes, I never once had to put a foot on a snake or throw them. Such abusive practices have no place in Singapore.""",https://www.tnp.sg/sites/default/files/styles/large-portrait/public/articles/2019/03/12/NP_20190312_SNAKE12_4685861.jpg?itok=8VAhcalw
https://www.tnp.sg/news/singapore/two-arrested-after-liang-court-assault,Two men arrested after Liang Court fight,"Mar 12, 2019 06:00 am",COURT & CRIME,Singapore,A man was attacked with a metal stool while curled up on the ground at Liang Court early on Sunday morning.,"A video of the incident was shared on social media, and showed the man being assaulted by at least two others in a foodcourt on the first storey of the mall.One man shouted a string of vulgarities as he swung the metal stool, while another was seen kicking the man on the ground.One was also seen lifting a table, but was stopped by an onlooker before he could use it to cause further hurt.A police spokesman said they were alerted to the case of affray at about 5am on Sunday.Officers arrested two men, both 28.One of them was taken conscious to Singapore General Hospital.The spokesman added that another man, 27, is assisting with investigations.Chinese evening daily Lianhe Wanbao reported the two men who were arrested were the ones who were seen beating up the 27-year-old who was on the floor.A food court employee told Wanbao that the man who was getting beaten up had been alone, and had a drunken disagreement with the group consisting of three men and a woman, after which they started fighting.Wanbao also reported that the three men from the group had left the scene quickly and were headed for Fort Canning MRT station.The woman who was with them reportedly picked up their slippers before following them.Staff at Liang Court said drunken fights were common there, as many patrons get drunk at Clarke Quay before getting food at the mall.In January, it was reported that a trial extension to liquor licensing hours for certain operators at Clarke Quay was ended by the police after just four months.This was because public order crimes, which include disorderly behaviour and voluntarily causing hurt, went up by 7 per cent during the trial period, compared with the same period in 2017.On Feb 23, a man was left with a bleeding head after being pummelled at a Woodlands coffee shop. Five men were arrested for rioting.",https://www.tnp.sg/sites/default/files/styles/large-portrait/public/articles/2019/03/12/NP_20190312_DSFIGHT12A7KM_4685430.jpg?itok=skPvXNGL
https://www.tnp.sg/news/singapore/police-arrest-man-after-stand-police-yishun-flat,Police arrest man after stand-off with police in Yishun flat,"Mar 12, 2019 06:00 am",COURT & CRIME,Singapore,A 32-year-old man locked himself inside his 13th-storey flat on Sunday evening.,"Police later went in and he was arrested.But before that, a tree had to be cut down for a safety mattress to be placed at the foot of Block 269B Yishun Street 22.Police said they had conducted an operation there at about 8.30 pm.Shin Min Daily News reported that the unit is occupied by a family of four, including two young children.They have been living in the flat for barely a year, said an unnamed neighbour.The New Paper understands that the man was arrested in a separate case, and there was a concern that he might turn violent.Shin Min reported that police officers entered and left the unit around 11pm. Some officers were seen wearing blue gloves.The man was seen being led out of the flat in handcuffs.Another man who lives on the same storey told the Chinese newspaper that the police spent about an hour at the locked door of the unit, speaking to the man, in an attempt to get him to unlock the door.Police said that investigations were ongoing.",https://www.tnp.sg/sites/default/files/styles/medium/public/articles/2019/03/12/NP_20190312_SCJUMP12VQS9_4685763.jpg?itok=PYVgnlaE
https://www.tnp.sg/news/singapore/man-42-be-charged-stalking-and-harassing-schoolgirls,"Man, 42, to be charged with stalking and harassing schoolgirls","Mar 12, 2019 06:00 am",COURT & CRIME,Singapore,He allegedly followed female students and approached them near their schools and at MRT stations on the pretext of conducting surveys.,"But he allegedly took photographs of them in secret instead.The man, 42, will be charged in court today with multiple offences under the Protection from Harassment Act, including unlawful stalking and causing harassment.He will also be charged with insulting the modesty of a woman under the Penal Code.Police said in a statement yesterday they had received several reports of the man's behaviour in 2017 and he was arrested on Oct 27 that year.Further investigations by officers from Clementi Police Division found he had also allegedly taken an upskirt photograph of a woman on Marine Parade Road in a separate case.If found guilty of unlawfully stalking another person, the man could be jailed for up to a year, fined up to $5,000, or both. For harassment, the punishment is a fine of up to $5,000.If convicted of insulting the modesty of a woman, the man could also be jailed for up to a year, fined, or both.The New Paper understands this is not the first time the man has committed such offences.Police reports were made against him in 2016 for allegedly approaching schoolgirls on the pretext of doing a survey.He allegedly asked them for their mobile numbers, took photos of them and later manipulated the photos, posting them online. He also allegedly sent text messages to the girls to harass them.The man also faced charges in 2016 for harassing girls by videotaping them with his mobile phone and for trespassing the campuses of a junior college and a university.He was also charged with allegedly using a watch with a pinhole camera to capture two underskirt photos of a woman.",
